student_id,full_name,join_year,gender,socioeconomic_cat,household_income,first_gen
S2904,Student 1904,2023,M,mid,56598,0
S2905,Student 1905,2022,F,low,29358,0
S2906,Student 1906,2022,M,low,106324,0
S2907,Student 1907,2024,F,mid,85729,0
S2908,Student 1908,2024,F,low,104541,0
S2909,Student 1909,2023,M,low,47374,0
S2910,Student 1910,2022,F,low,81898,0
S2911,Student 1911,2022,M,mid,79736,0
S2912,Student 1912,2022,M,high,122395,0
S2913,Student 1913,2024,M,mid,18050,0
S2914,Student 1914,2023,M,mid,64496,1
S2915,Student 1915,2023,F,high,25492,0
S2916,Student 1916,2022,F,mid,38621,0
S2917,Student 1917,2022,M,mid,133771,1
S2918,Student 1918,2022,M,low,45536,0
S2919,Student 1919,2022,M,mid,43682,0
S2920,Student 1920,2022,F,high,235845,0
S2921,Student 1921,2024,M,mid,90488,0
S2922,Student 1922,2023,M,high,39649,0
S2923,Student 1923,2022,M,mid,73243,0
S2924,Student 1924,2024,M,mid,18873,1
S2925,Student 1925,2022,M,mid,22249,0
S2926,Student 1926,2024,F,low,61545,0
S2927,Student 1927,2023,M,low,38292,0
S2928,Student 1928,2022,F,low,69576,0
S2929,Student 1929,2023,F,low,25245,0
S2930,Student 1930,2022,M,low,70368,0
S2931,Student 1931,2024,M,mid,113418,0
S2932,Student 1932,2024,F,low,25818,0
S2933,Student 1933,2023,M,high,127833,0
S2934,Student 1934,2024,M,mid,35988,0
S2935,Student 1935,2024,F,high,103722,0
S2936,Student 1936,2023,M,low,37907,0
S2937,Student 1937,2023,M,mid,39847,1
S2938,Student 1938,2024,M,mid,66324,1
S2939,Student 1939,2024,F,high,56091,0
S2940,Student 1940,2023,F,mid,15126,0
S2941,Student 1941,2022,F,mid,24417,0
S2942,Student 1942,2024,M,mid,31569,0
S2943,Student 1943,2024,F,high,99294,0
S2944,Student 1944,2022,M,low,35934,1
S2945,Student 1945,2024,M,mid,77887,0
S2946,Student 1946,2023,M,mid,59575,1
S2947,Student 1947,2023,F,mid,68314,0
S2948,Student 1948,2023,F,low,46066,0
S2949,Student 1949,2022,F,mid,89652,0
S2950,Student 1950,2023,F,mid,49722,0
S2951,Student 1951,2022,F,mid,141662,0
S2952,Student 1952,2022,F,mid,108037,0
S2953,Student 1953,2022,M,low,120846,0
S2954,Student 1954,2022,M,mid,96396,0
S2955,Student 1955,2024,M,high,49815,0
S2956,Student 1956,2022,M,high,88977,0
S2957,Student 1957,2024,F,high,72822,0
S2958,Student 1958,2023,F,mid,80813,0
S2959,Student 1959,2023,M,high,48157,0
S2960,Student 1960,2024,F,low,74914,0
S2961,Student 1961,2024,M,mid,117726,1
S2962,Student 1962,2022,F,mid,43410,1
S2963,Student 1963,2022,M,mid,81245,1
S2964,Student 1964,2022,M,low,38215,1
S2965,Student 1965,2023,M,mid,163813,0
S2966,Student 1966,2023,M,low,240237,0
S2967,Student 1967,2023,F,low,35765,0
S2968,Student 1968,2024,M,high,72436,0
S2969,Student 1969,2023,F,mid,143201,0
S2970,Student 1970,2022,M,mid,36158,0
S2971,Student 1971,2023,F,mid,55038,0
S2972,Student 1972,2024,F,mid,72541,0
S2973,Student 1973,2024,M,high,36173,0
S2974,Student 1974,2022,M,high,119407,0
S2975,Student 1975,2022,M,low,119614,0
S2976,Student 1976,2022,M,mid,79067,0
S2977,Student 1977,2023,M,mid,130441,0
S2978,Student 1978,2022,M,low,58785,0
S2979,Student 1979,2022,F,mid,105321,1
S2980,Student 1980,2024,M,mid,26335,1
S2981,Student 1981,2024,F,low,105116,1
S2982,Student 1982,2022,F,mid,33523,1
S2983,Student 1983,2023,F,mid,47142,0
S2984,Student 1984,2024,M,mid,32017,0
S2985,Student 1985,2024,M,high,62941,0
S2986,Student 1986,2024,M,high,144417,0
S2987,Student 1987,2024,M,mid,101842,0
S2988,Student 1988,2023,M,low,138245,0
S2989,Student 1989,2022,F,low,72943,0
S2990,Student 1990,2022,M,low,97045,0
S2991,Student 1991,2022,F,low,45563,0
S2992,Student 1992,2023,F,mid,31945,0
S2993,Student 1993,2022,F,high,37276,0
S2994,Student 1994,2024,M,mid,68379,0
S2995,Student 1995,2024,M,low,68487,0
S2996,Student 1996,2023,F,high,43432,0
S2997,Student 1997,2024,F,mid,66623,0
S2998,Student 1998,2023,F,high,18652,0
S2999,Student 1999,2024,M,low,108310,0
